task_id,correct_flag
af902bf9,0.0
50cb2852,0.0
29ec7d0e,0.0
d10ecb37,1.0
e73095fd,0.0
a1570a43,0.0
b7249182,0.0
e98196ab,0.0
2bcee788,0.0
c59eb873,1.0
6a1e5592,0.0
d4a91cb9,0.0
d0f5fe59,0.6
e9614598,0.0
85c4e7cd,0.0
6430c8c4,0.0
f76d97a5,1.0
75b8110e,0.0
f8a8fe49,0.0
1bfc4729,1.0
c3e719e8,0.0
9af7a82c,0.0
67e8384a,1.0
aabf363d,1.0
54d82841,0.0
bbc9ae5d,0.0
05269061,0.0
6150a2bd,1.0
f1cefba8,0.0
2dd70a9a,0.0
b2862040,0.0
4be741c5,0.0
b27ca6d3,0.0
d687bc17,0.0
445eab21,0.0
ce4f8723,0.0
e21d9049,0.0
ce9e57f2,0.0
bdad9b1f,0.8
1c786137,0.0
d07ae81c,0.0
6fa7a44f,1.0
9d9215db,0.0
e179c5f4,0.0
e3497940,0.0
a68b268e,0.0
ec883f72,0.0
99b1bc43,0.0
995c5fa3,0.0
539a4f51,1.0
4347f46a,0.0
dae9d2b5,0.0
3631a71a,0.0
95990924,0.0
74dd1130,1.0
f8b3ba0a,0.0
3eda0437,0.0
321b1fc6,0.0
5521c0d9,0.0
9edfc990,0.0
834ec97d,0.0
0b148d64,0.0
017c7c7b,1.0
29623171,0.0
ded97339,0.0
5117e062,0.0
9172f3a0,1.0
6d0aefbc,1.0
a78176bb,0.0
aedd82e4,0.0
d4f3cd78,0.0
23581191,0.0
137eaa0f,0.0
8f2ea7aa,0.0
3345333e,0.0
54d9e175,0.0
31aa019c,0.0
91413438,0.0
444801d8,0.0
62c24649,1.0
99fa7670,0.0
5614dbcf,0.0
d43fd935,0.0
91714a58,0.0
cf98881b,0.0
5582e5ca,1.0
1f85a75f,0.0
1b2d62fb,0.0
8d5021e8,0.0
6b9890af,0.0
b60334d2,0.0
846bdb03,0.0
05f2a901,0.0
a79310a0,0.0
b94a9452,0.4
3618c87e,1.0
bb43febb,0.0
6f8cd79b,1.0
913fb3ed,0.0
ef135b50,0.8
ea786f4a,1.0
41e4d17e,0.0
2281f1f4,0.0
32597951,0.0
cbded52d,0.0
ea32f347,0.0
b190f7f5,0.0
7c008303,0.0
c9e6f938,0.4
e48d4e1a,0.0
50846271,0.0
11852cab,0.0
447fd412,0.0
8e1813be,1.0
ff28f65a,0.0
67385a82,0.0
e76a88a6,0.0
d631b094,1.0
d6ad076f,0.0
d406998b,0.0
68b16354,1.0
88a62173,1.0
8d510a79,0.0
93b581b8,0.0
469497ad,0.0
9f236235,0.0
7b6016b9,0.0
d8c310e9,1.0
a699fb00,0.6
25ff71a9,1.0
234bbc79,0.0
ff805c23,0.0
d2abd087,0.2
6cdd2623,0.0
f25ffba3,0.0
d037b0a7,0.0
39e1d7f9,0.0
1190e5a7,0.0
681b3aeb,0.0
d9f24cd1,0.0
36fdfd69,0.0
