user_id,problem,problem_id,dsl,full_dsl,step,correct,output,excluding_complete_step,excluding_complete_full_dsl
E,21,1e0a9b12.json,"['move_down', 'pixel_color', 'move_down', 'move_down', 'pixel_color', 'pixel_color', 'horizontal_line', 'pixel_color', 'complete']","['move_down(self.temp_state, object2)', 'pixel_color([(4, 1)], 2)', 'move_down(self.temp_state, object3)', 'move_down(self.temp_state, object3)', 'pixel_color([(4, 3)], 4)', 'pixel_color([(4, 4)], 3)', 'horizontal_line(self.temp_state, [(0, 0), (0, 4)], 0)', 'pixel_color([(0, 4)], 0)', 'complete(self.temp_state)']",9,True,"[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [5, 0, 0, 0, 0], [5, 2, 0, 4, 0], [5, 2, 6, 4, 3]]",8,"['move_down(self.temp_state, object2)', 'pixel_color([(4, 1)], 2)', 'move_down(self.temp_state, object3)', 'move_down(self.temp_state, object3)', 'pixel_color([(4, 3)], 4)', 'pixel_color([(4, 4)], 3)', 'horizontal_line(self.temp_state, [(0, 0), (0, 4)], 0)', 'pixel_color([(0, 4)], 0)']"
E,24,1f642eb9.json,"['pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['pixel_color([(3, 2)], 9)', 'pixel_color([(5, 2)], 3)', 'pixel_color([(6, 2)], 4)', 'pixel_color([(3, 3)], 6)', 'pixel_color([(3, 5)], 2)', 'pixel_color([(4, 5)], 7)', 'pixel_color([(6, 4)], 6)', 'complete(self.temp_state)']",8,True,"[[0, 0, 0, 6, 0, 2, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 0, 9, 6, 8, 2, 0, 0, 0, 0], [0, 0, 8, 8, 8, 7, 0, 0, 0, 7], [3, 0, 3, 8, 8, 8, 0, 0, 0, 0], [4, 0, 4, 8, 6, 8, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 6, 0, 0, 0, 0, 0]]",7,"['pixel_color([(3, 2)], 9)', 'pixel_color([(5, 2)], 3)', 'pixel_color([(6, 2)], 4)', 'pixel_color([(3, 3)], 6)', 'pixel_color([(3, 5)], 2)', 'pixel_color([(4, 5)], 7)', 'pixel_color([(6, 4)], 6)']"
E,25,1f876c06.json,"['diagonal_line', 'diagonal_line', 'diagonal_line', 'diagonal_line', 'diagonal_line', 'complete']","['diagonal_line(self.temp_state, [(4, 0), (7, 3)], 6)', 'diagonal_line(self.temp_state, [(3, 3), (0, 6)], 3)', 'diagonal_line(self.temp_state, [(3, 6), (0, 9)], 9)', 'diagonal_line(self.temp_state, [(1, 0), (7, 6)], 7)', 'diagonal_line(self.temp_state, [(9, 5), (5, 9)], 4)', 'complete(self.temp_state)']",6,True,"[[0, 0, 0, 0, 0, 0, 3, 0, 0, 9], [7, 0, 0, 0, 0, 3, 0, 0, 9, 0], [0, 7, 0, 0, 3, 0, 0, 9, 0, 0], [0, 0, 7, 3, 0, 0, 9, 0, 0, 0], [6, 0, 0, 7, 0, 0, 0, 0, 0, 0], [0, 6, 0, 0, 7, 0, 0, 0, 0, 4], [0, 0, 6, 0, 0, 7, 0, 0, 4, 0], [0, 0, 0, 6, 0, 0, 7, 4, 0, 0], [0, 0, 0, 0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 0, 0, 4, 0, 0, 0, 0]]",5,"['diagonal_line(self.temp_state, [(4, 0), (7, 3)], 6)', 'diagonal_line(self.temp_state, [(3, 3), (0, 6)], 3)', 'diagonal_line(self.temp_state, [(3, 6), (0, 9)], 9)', 'diagonal_line(self.temp_state, [(1, 0), (7, 6)], 7)', 'diagonal_line(self.temp_state, [(9, 5), (5, 9)], 4)']"
E,26,2204b7a8.json,"['pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['pixel_color([(0, 1)], 5)', 'pixel_color([(3, 3)], 5)', 'pixel_color([(5, 3)], 5)', 'pixel_color([(7, 4)], 5)', 'pixel_color([(8, 2)], 5)', 'pixel_color([(1, 5)], 4)', 'pixel_color([(1, 8)], 4)', 'pixel_color([(4, 6)], 4)', 'pixel_color([(8, 6)], 4)', 'complete(self.temp_state)']",10,True,"[[5, 5, 0, 0, 0, 0, 0, 0, 0, 4], [5, 0, 0, 0, 0, 4, 0, 0, 4, 4], [5, 0, 0, 0, 0, 0, 0, 0, 0, 4], [5, 0, 0, 5, 0, 0, 0, 0, 0, 4], [5, 0, 0, 0, 0, 0, 4, 0, 0, 4], [5, 0, 0, 5, 0, 0, 0, 0, 0, 4], [5, 0, 0, 0, 0, 0, 0, 0, 0, 4], [5, 0, 0, 0, 5, 0, 0, 0, 0, 4], [5, 0, 5, 0, 0, 0, 4, 0, 0, 4], [5, 0, 0, 0, 0, 0, 0, 0, 0, 4]]",9,"['pixel_color([(0, 1)], 5)', 'pixel_color([(3, 3)], 5)', 'pixel_color([(5, 3)], 5)', 'pixel_color([(7, 4)], 5)', 'pixel_color([(8, 2)], 5)', 'pixel_color([(1, 5)], 4)', 'pixel_color([(1, 8)], 4)', 'pixel_color([(4, 6)], 4)', 'pixel_color([(8, 6)], 4)']"
E,27,22168020.json,"['horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'complete']","['horizontal_line(self.temp_state, [(1, 0), (1, 3)], 4)', 'horizontal_line(self.temp_state, [(3, 5), (3, 8)], 7)', 'horizontal_line(self.temp_state, [(2, 4), (2, 9)], 7)', 'horizontal_line(self.temp_state, [(7, 2), (7, 5)], 3)', 'horizontal_line(self.temp_state, [(6, 1), (6, 6)], 3)', 'complete(self.temp_state)']",6,True,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 4, 4, 4, 0, 0, 0, 0, 0, 0], [0, 4, 4, 0, 7, 7, 7, 7, 7, 7], [0, 4, 4, 0, 0, 7, 7, 7, 7, 0], [0, 0, 0, 0, 0, 0, 7, 7, 0, 0], [0, 0, 0, 0, 0, 0, 7, 7, 0, 0], [0, 3, 3, 3, 3, 3, 3, 0, 0, 0], [0, 0, 3, 3, 3, 3, 0, 0, 0, 0], [0, 0, 0, 3, 3, 0, 0, 0, 0, 0], [0, 0, 0, 3, 3, 0, 0, 0, 0, 0]]",5,"['horizontal_line(self.temp_state, [(1, 0), (1, 3)], 4)', 'horizontal_line(self.temp_state, [(3, 5), (3, 8)], 7)', 'horizontal_line(self.temp_state, [(2, 4), (2, 9)], 7)', 'horizontal_line(self.temp_state, [(7, 2), (7, 5)], 3)', 'horizontal_line(self.temp_state, [(6, 1), (6, 6)], 3)']"
E,28,22233c11.json,"['pixel_color', 'pixel_color', 'horizontal_line', 'horizontal_line', 'pixel_color', 'pixel_color', 'complete']","['pixel_color([(8, 9)], 8)', 'pixel_color([(9, 9)], 8)', 'horizontal_line(self.temp_state, [(1, 3), (1, 0)], 8)', 'horizontal_line(self.temp_state, [(0, 3), (0, 0)], 8)', 'pixel_color([(0, 0)], 8)', 'pixel_color([(1, 0)], 8)', 'complete(self.temp_state)']",7,True,"[[8, 8, 8, 0, 0, 0, 0, 0, 0, 0], [8, 8, 8, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 3, 3, 3, 0], [0, 0, 0, 0, 0, 0, 3, 3, 3, 0], [0, 0, 0, 0, 0, 0, 3, 3, 3, 0], [0, 0, 0, 3, 3, 3, 0, 0, 0, 0], [0, 0, 0, 3, 3, 3, 0, 0, 0, 0], [0, 0, 0, 3, 3, 3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 8], [0, 0, 0, 0, 0, 0, 0, 0, 0, 8]]",6,"['pixel_color([(8, 9)], 8)', 'pixel_color([(9, 9)], 8)', 'horizontal_line(self.temp_state, [(1, 3), (1, 0)], 8)', 'horizontal_line(self.temp_state, [(0, 3), (0, 0)], 8)', 'pixel_color([(0, 0)], 8)', 'pixel_color([(1, 0)], 8)']"
E,30,228f6490.json,"['obj_color', 'horizontal_line', 'pixel_color', 'obj_color', 'horizontal_line', 'complete']","['obj_color(self.temp_state, object6, 0)', 'horizontal_line(self.temp_state, [(1, 2), (1, 6)], 7)', 'pixel_color([(2, 4)], 7)', 'obj_color(self.temp_state, object4, 0)', 'horizontal_line(self.temp_state, [(8, 3), (8, 7)], 4)', 'complete(self.temp_state)']",6,True,"[[0, 0, 5, 5, 5, 5, 5, 0, 0, 2], [2, 0, 5, 7, 7, 7, 5, 0, 0, 0], [0, 0, 5, 5, 7, 5, 5, 0, 0, 0], [0, 0, 5, 5, 5, 5, 5, 0, 0, 0], [0, 0, 5, 5, 5, 5, 5, 0, 0, 2], [0, 0, 0, 0, 0, 2, 0, 2, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 5, 5, 5, 5, 5, 5, 5], [0, 2, 0, 5, 4, 4, 4, 5, 5, 5], [2, 0, 0, 5, 5, 5, 5, 5, 5, 5]]",5,"['obj_color(self.temp_state, object6, 0)', 'horizontal_line(self.temp_state, [(1, 2), (1, 6)], 7)', 'pixel_color([(2, 4)], 7)', 'obj_color(self.temp_state, object4, 0)', 'horizontal_line(self.temp_state, [(8, 3), (8, 7)], 4)']"
E,31,22eb0ac0.json,"['horizontal_line', 'horizontal_line', 'complete']","['horizontal_line(self.temp_state, [(3, 0), (3, 9)], 3)', 'horizontal_line(self.temp_state, [(7, 0), (7, 9)], 6)', 'complete(self.temp_state)']",3,True,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 9], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 6, 6, 6, 6, 6, 6, 6, 6, 6], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 0, 0, 0, 0, 0, 0, 0, 0, 4]]",2,"['horizontal_line(self.temp_state, [(3, 0), (3, 9)], 3)', 'horizontal_line(self.temp_state, [(7, 0), (7, 9)], 6)']"
E,33,253bf280.json,"['horizontal_line', 'horizontal_line', 'vertical_line', 'complete']","['horizontal_line(self.temp_state, [(1, 2), (1, 10)], 3)', 'horizontal_line(self.temp_state, [(5, 6), (5, 12)], 3)', 'vertical_line(self.temp_state, [(7, 1), (10, 1)], 3)', 'complete(self.temp_state)']",4,True,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 8, 3, 3, 3, 3, 3, 3, 3, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 8, 3, 3, 3, 3, 3, 8], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 3, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0], [0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",3,"['horizontal_line(self.temp_state, [(1, 2), (1, 10)], 3)', 'horizontal_line(self.temp_state, [(5, 6), (5, 12)], 3)', 'vertical_line(self.temp_state, [(7, 1), (10, 1)], 3)']"
E,34,25d487eb.json,"['vertical_line', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(11, 4), (0, 4)], 8)', 'pixel_color([(0, 4)], 8)', 'complete(self.temp_state)']",3,True,"[[0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 4, 4, 0, 0, 0, 0, 0], [0, 0, 4, 4, 4, 4, 4, 0, 0, 0, 0], [0, 4, 4, 4, 8, 4, 4, 4, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",2,"['vertical_line(self.temp_state, [(11, 4), (0, 4)], 8)', 'pixel_color([(0, 4)], 8)']"
E,35,25d8a9c8.json,"['obj_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['obj_color(self.temp_state, object1, 5)', 'pixel_color([(1, 0)], 0)', 'pixel_color([(1, 1)], 0)', 'pixel_color([(1, 2)], 0)', 'complete(self.temp_state)']",5,True,"[[5, 5, 5], [0, 0, 0], [5, 5, 5]]",4,"['obj_color(self.temp_state, object1, 5)', 'pixel_color([(1, 0)], 0)', 'pixel_color([(1, 1)], 0)', 'pixel_color([(1, 2)], 0)']"
E,36,25ff71a9.json,"['move_down', 'complete']","['move_down(self.temp_state, object1)', 'complete(self.temp_state)']",2,True,"[[0, 0, 0], [2, 0, 0], [2, 0, 0]]",1,"['move_down(self.temp_state, object1)']"
E,40,29c11459.json,"['pixel_color', 'pixel_color', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'complete']","['pixel_color([(1, 5)], 5)', 'pixel_color([(4, 5)], 5)', 'horizontal_line(self.temp_state, [(1, 0), (1, 5)], 4)', 'horizontal_line(self.temp_state, [(1, 5), (1, 10)], 8)', 'horizontal_line(self.temp_state, [(4, 0), (4, 5)], 6)', 'horizontal_line(self.temp_state, [(4, 5), (4, 10)], 9)', 'complete(self.temp_state)']",7,True,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 4, 4, 4, 4, 5, 8, 8, 8, 8, 8], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 6, 6, 6, 6, 5, 9, 9, 9, 9, 9]]",6,"['pixel_color([(1, 5)], 5)', 'pixel_color([(4, 5)], 5)', 'horizontal_line(self.temp_state, [(1, 0), (1, 5)], 4)', 'horizontal_line(self.temp_state, [(1, 5), (1, 10)], 8)', 'horizontal_line(self.temp_state, [(4, 0), (4, 5)], 6)', 'horizontal_line(self.temp_state, [(4, 5), (4, 10)], 9)']"
E,43,2bee17df.json,"['horizontal_line', 'horizontal_line', 'horizontal_line', 'vertical_line', 'vertical_line', 'vertical_line', 'complete']","['horizontal_line(self.temp_state, [(3, 0), (3, 13)], 3)', 'horizontal_line(self.temp_state, [(6, 0), (6, 13)], 3)', 'horizontal_line(self.temp_state, [(10, 0), (10, 13)], 3)', 'vertical_line(self.temp_state, [(13, 4), (0, 4)], 3)', 'vertical_line(self.temp_state, [(13, 9), (0, 9)], 3)', 'vertical_line(self.temp_state, [(0, 10), (13, 10)], 3)', 'complete(self.temp_state)']",7,True,"[[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8], [8, 8, 8, 8, 3, 0, 8, 8, 8, 3, 3, 8, 2, 2], [8, 8, 8, 0, 3, 0, 0, 0, 0, 3, 3, 0, 0, 2], [8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2], [8, 8, 8, 0, 3, 0, 0, 0, 0, 3, 3, 0, 2, 2], [8, 8, 0, 0, 3, 0, 0, 0, 0, 3, 3, 2, 2, 2], [8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2], [8, 8, 0, 0, 3, 0, 0, 0, 0, 3, 3, 0, 0, 2], [8, 8, 0, 0, 3, 0, 0, 0, 0, 3, 3, 0, 0, 2], [8, 8, 0, 0, 3, 0, 0, 0, 0, 3, 3, 0, 0, 2], [8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2], [8, 8, 0, 0, 3, 0, 0, 0, 0, 3, 3, 0, 2, 2], [8, 8, 0, 2, 3, 2, 2, 0, 0, 3, 3, 2, 2, 2], [8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]]",6,"['horizontal_line(self.temp_state, [(3, 0), (3, 13)], 3)', 'horizontal_line(self.temp_state, [(6, 0), (6, 13)], 3)', 'horizontal_line(self.temp_state, [(10, 0), (10, 13)], 3)', 'vertical_line(self.temp_state, [(13, 4), (0, 4)], 3)', 'vertical_line(self.temp_state, [(13, 9), (0, 9)], 3)', 'vertical_line(self.temp_state, [(0, 10), (13, 10)], 3)']"
E,44,2c608aff.json,"['horizontal_line', 'vertical_line', 'pixel_color', 'horizontal_line', 'vertical_line', 'complete']","['horizontal_line(self.temp_state, [(9, 2), (9, 7)], 1)', 'vertical_line(self.temp_state, [(1, 9), (5, 9)], 1)', 'pixel_color([(4, 13)], 1)', 'horizontal_line(self.temp_state, [(7, 19), (7, 14)], 1)', 'vertical_line(self.temp_state, [(17, 11), (10, 11)], 1)', 'complete(self.temp_state)']",6,True,"[[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 1, 1, 1, 1, 1, 2], [2, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 2, 2, 2, 2, 2, 2], [2, 2, 1, 1, 1, 1, 1, 8, 8, 8, 8, 8, 8, 8, 8, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]]",5,"['horizontal_line(self.temp_state, [(9, 2), (9, 7)], 1)', 'vertical_line(self.temp_state, [(1, 9), (5, 9)], 1)', 'pixel_color([(4, 13)], 1)', 'horizontal_line(self.temp_state, [(7, 19), (7, 14)], 1)', 'vertical_line(self.temp_state, [(17, 11), (10, 11)], 1)']"
E,45,2dd70a9a.json,"['horizontal_line', 'vertical_line', 'pixel_color', 'complete']","['horizontal_line(self.temp_state, [(7, 4), (7, 10)], 3)', 'vertical_line(self.temp_state, [(7, 9), (0, 9)], 3)', 'pixel_color([(1, 8)], 3)', 'complete(self.temp_state)']",4,True,"[[8, 8, 8, 8, 0, 0, 0, 0, 0, 8, 8, 0, 0], [8, 0, 0, 0, 0, 8, 2, 2, 3, 3, 0, 0, 0], [0, 8, 0, 0, 8, 8, 0, 0, 0, 3, 0, 0, 0], [0, 0, 8, 0, 0, 0, 0, 0, 8, 3, 0, 0, 8], [0, 0, 8, 0, 0, 0, 8, 0, 0, 3, 0, 0, 8], [0, 0, 0, 8, 0, 0, 0, 0, 8, 3, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 0, 0], [8, 0, 8, 3, 3, 3, 3, 3, 3, 3, 8, 0, 0], [0, 8, 8, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0], [0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0], [0, 8, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0]]",3,"['horizontal_line(self.temp_state, [(7, 4), (7, 10)], 3)', 'vertical_line(self.temp_state, [(7, 9), (0, 9)], 3)', 'pixel_color([(1, 8)], 3)']"
E,48,32597951.json,"['diagonal_line', 'diagonal_line', 'diagonal_line', 'complete']","['diagonal_line(self.temp_state, [(12, 6), (15, 9)], 3)', 'diagonal_line(self.temp_state, [(10, 7), (15, 12)], 3)', 'diagonal_line(self.temp_state, [(10, 10), (13, 13)], 3)', 'complete(self.temp_state)']",4,True,"[[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1], [0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0], [1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1], [0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0], [1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1], [0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0], [1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1], [0, 0, 1, 0, 0, 1, 0, 8, 3, 8, 8, 3, 8, 0, 1, 0, 0], [1, 0, 0, 1, 0, 0, 1, 8, 8, 3, 8, 8, 3, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0, 0, 3, 8, 8, 3, 8, 8, 1, 0, 0, 1], [0, 0, 1, 0, 0, 1, 0, 8, 3, 8, 8, 3, 8, 0, 1, 0, 0], [1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]]",3,"['diagonal_line(self.temp_state, [(12, 6), (15, 9)], 3)', 'diagonal_line(self.temp_state, [(10, 7), (15, 12)], 3)', 'diagonal_line(self.temp_state, [(10, 10), (13, 13)], 3)']"
C,49,3345333e.json,"['obj_color', 'horizontal_line', 'horizontal_line', 'pixel_color', 'vertical_line', 'complete']","['obj_color(self.temp_state, object2, 0)', 'horizontal_line(self.temp_state, [(10, 8), (10, 4)], 5)', 'horizontal_line(self.temp_state, [(8, 8), (8, 4)], 5)', 'pixel_color([(7, 5)], 5)', 'vertical_line(self.temp_state, [(5, 6), (8, 6)], 5)', 'complete(self.temp_state)']",6,True,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 0, 5, 0, 0, 0], [0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 5, 5, 0, 0], [0, 0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0], [0, 0, 0, 0, 0, 0, 5, 5, 0, 5, 0, 5, 5, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",5,"['obj_color(self.temp_state, object2, 0)', 'horizontal_line(self.temp_state, [(10, 8), (10, 4)], 5)', 'horizontal_line(self.temp_state, [(8, 8), (8, 4)], 5)', 'pixel_color([(7, 5)], 5)', 'vertical_line(self.temp_state, [(5, 6), (8, 6)], 5)']"
C,50,3618c87e.json,"['obj_color', 'obj_color', 'pixel_color', 'pixel_color', 'complete']","['obj_color(self.temp_state, object2, 0)', 'obj_color(self.temp_state, object1, 0)', 'pixel_color([(4, 2)], 1)', 'pixel_color([(4, 4)], 1)', 'complete(self.temp_state)']",5,True,"[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 5, 0, 5], [5, 5, 1, 5, 1]]",4,"['obj_color(self.temp_state, object2, 0)', 'obj_color(self.temp_state, object1, 0)', 'pixel_color([(4, 2)], 1)', 'pixel_color([(4, 4)], 1)']"
